manufacturer,sku,colour_name,collection,sizeLabel
Acme Brick,SKU-FROST-4438,Pink,,Standard
Acme Brick,SKU-OLD-D-8865,Pink,,Standard
Arriscraft International,ARRIS-SEPIA-ADA,Sepia,Adair Anchored Dimension Stone,
Arriscraft International,ARRIS-ADAIR-LIME-ADL,Adair Limestone,Adair Limestone,"2-5/16"" H × Random L × 3-5/8"" (±1/4"") D|5"" H × Random L × 3-5/8"" (±1/4"") D|7-5/8"" H × Random L × 3-5/8"" (±1/4"") D"
Arriscraft International,ARRIS-BLUE-GREY--ADL,Blue Grey Georgian Blend,Adair Limestone,"2-5/16"" H × Random L × 3-5/8"" (±1/4"") D|5"" H × Random L × 3-5/8"" (±1/4"") D|7-5/8"" H × Random L × 3-5/8"" (±1/4"") D"
Arriscraft International,ARRIS-SEPIA-GEOR-ADL,Sepia Georgian Blend,Adair Limestone,"2-5/16"" H × Random L × 3-5/8"" (±1/4"") D|5"" H × Random L × 3-5/8"" (±1/4"") D|7-5/8"" H × Random L × 3-5/8"" (±1/4"") D"
Arriscraft International,ARRIS-BLUE-GREY-ADM,Blue Grey,Adair Masonry Units,"3-1/2"" H × 23-1/4"" L × 3-1/2"" D|7-1/2"" H × 23-1/4"" L × 3-1/2"" D|11-3/8"" H × 23-1/4"" L × 3-1/2"" D|3-5/8"" H × 23-1/4"" L × 3-1/2"" D|7-5/8"" H × 23-1/4"" L × 3-1/2"" D|11-5/8"" H × 23-1/4"" L × 3-1/2"" D"
Arriscraft International,ARRIS-SEPIA-ADM,Sepia,Adair Masonry Units,"3-1/2"" H × 23-1/4"" L × 3-1/2"" D|7-1/2"" H × 23-1/4"" L × 3-1/2"" D|11-3/8"" H × 23-1/4"" L × 3-1/2"" D|3-5/8"" H × 23-1/4"" L × 3-1/2"" D|7-5/8"" H × 23-1/4"" L × 3-1/2"" D|11-5/8"" H × 23-1/4"" L × 3-1/2"" D"
Arriscraft International,ARRIS-ADAIR-PARL-ADP,Adair Parliament,Adair Parliament,"3-5/8"" H × Random L × 3-5/8"" D|7-5/8"" H × Random L × 3-5/8"" D|11-5/8"" H × Random L × 3-5/8"" D"
Arriscraft International,ARRIS-BURNT-UM-ALSB-GRH,Burnt Umber,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-BURNT-UM-ALSB-GS,Burnt Umber,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-CEDAR-WO-ALSB-GRH,Cedar Woods,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-CEDAR-WO-ALSB-GS,Cedar Woods,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-CHARCOAL-ALSB-CS,Charcoal,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-CHARCOAL-ALSB-W,Charcoal,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-CHATEAU--ALSB-GRH,Chateau Brown,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-CHATEAU--ALSB-GS,Chateau Brown,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-EVENING--ALSB-GRH,Evening Shade,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-EVENING--ALSB-GS,Evening Shade,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-FORGED-S-ALSB-GRH,Forged Steel,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-FORGED-S-ALSB-GS,Forged Steel,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-GEORGETO-ALSB-CS,Georgetown Blend,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-GEORGETO-ALSB-W,Georgetown Blend,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,SKU-BLIZZ-1557,Grey,Architectural Linear Series Brick,"3-1/8"" H × Random L × 3-1/2"" D"
Arriscraft International,SKU-CHARC-1192,Grey,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,SKU-MIDNI-8632,Grey,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,SKU-OBSID-9901,Grey,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,SKU-OPAL-5472,Grey,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,SKU-PHOEN-3382,Grey,Architectural Linear Series Brick,"3-1/8"" H × Random L × 3-1/2"" D"
Arriscraft International,SKU-TOFIN-2970,Grey,Architectural Linear Series Brick,"3-1/8"" H × Random L × 3-1/2"" D"
Arriscraft International,ARRIS-HARBOR-G-ALSB-GRH,Harbor Grey,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-HARBOR-G-ALSB-GS,Harbor Grey,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-MAHOGANY-ALSB-CS,Mahogany,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-MAHOGANY-ALSB-W,Mahogany,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-MIDNIGHT-ALSB-CS,Midnight Grey,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-MIDNIGHT-ALSB-W,Midnight Grey,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-MILLSTON-ALSB-CS,Millstone,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-MILLSTON-ALSB-W,Millstone,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-OBSIDIAN-ALSB-CS,Obsidian,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-OBSIDIAN-ALSB-W,Obsidian,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-OPAL-ALSB-CS,Opal,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-OPAL-ALSB-W,Opal,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
Arriscraft International,ARRIS-RED-SUMA-ALSB-GRH,Red Sumac,Architectural Linear Series Brick,"2-1/4"" H × Random (up to 23-5/8"") L × 3-3/4"" D"
